longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.39,34.14,34,4624,781,1572,719,6.5533,500001,<1H OCEAN
-118.39,34.1,30,6310,957,1776,880,8.944,500001,<1H OCEAN
-118.39,34.09,41,730,126,230,125,4.3214,500001,<1H OCEAN
-118.39,34.05,47,1621,314,724,311,5.7509,474100,<1H OCEAN
-118.39,34.12,29,6447,1012,2184,960,8.2816,500001,<1H OCEAN
-118.39,34.05,35,2458,576,1047,554,4.0283,412500,<1H OCEAN
-118.39,34.05,42,3105,559,1253,531,5.222,500001,<1H OCEAN
-118.39,34.05,25,2814,701,1139,658,4.0153,460000,<1H OCEAN
-118.39,34.04,45,2089,312,834,305,7.3028,500001,<1H OCEAN
-118.39,34.04,44,1873,286,635,283,5.5951,461300,<1H OCEAN
-118.39,34.05,42,1467,203,577,204,6.6368,500001,<1H OCEAN
-118.39,34.04,41,101,23,85,30,4.125,237500,<1H OCEAN
-118.39,34.04,52,1492,277,666,289,4.7386,340400,<1H OCEAN
-118.39,34.04,49,1230,279,669,269,3.9038,308300,<1H OCEAN
-118.39,34.03,28,1722,536,1161,481,3.2228,232500,<1H OCEAN
-118.39,34.03,25,3442,1050,1890,914,3.0574,319400,<1H OCEAN
-118.39,34.03,19,1450,509,746,437,3.1415,55000,<1H OCEAN
-118.39,34.03,39,1366,375,1237,370,3.7206,230900,<1H OCEAN
-118.39,33.97,38,993,175,374,180,6.2673,357200,<1H OCEAN
-118.39,33.97,44,1097,186,513,185,6.235,361400,<1H OCEAN
-118.39,33.97,43,2700,510,1146,506,5.1333,345900,<1H OCEAN
-118.39,33.97,46,2198,352,839,335,6.5778,350800,<1H OCEAN
-118.39,33.96,45,1361,252,581,263,5.8143,340700,<1H OCEAN
-118.39,33.96,45,1436,374,662,292,3.625,329400,<1H OCEAN
-118.38,34.28,22,4428,825,3152,836,4.7932,166300,<1H OCEAN
-118.38,34.27,8,3248,847,2608,731,2.8214,158300,<1H OCEAN
-118.38,34.25,38,983,185,513,170,4.8816,231500,<1H OCEAN
-118.38,34.24,38,125,42,63,29,1.3594,158300,<1H OCEAN
-118.38,34.22,20,1176,344,864,318,2.375,177700,<1H OCEAN
-118.38,34.21,35,1468,303,1295,300,3.7708,170600,<1H OCEAN
-118.38,34.21,33,1981,484,1665,466,3.0833,179100,<1H OCEAN
-118.38,34.22,32,362,100,348,102,2.2679,150000,<1H OCEAN
-118.38,34.21,42,715,145,730,158,3.8,169500,<1H OCEAN
-118.38,34.2,23,4138,1171,3911,1068,3.0125,181700,<1H OCEAN
-118.38,34.21,38,1363,395,1798,405,2.3182,171200,<1H OCEAN
-118.38,34.19,37,1434,394,1667,404,2.4375,176300,<1H OCEAN
-118.38,34.2,32,993,285,1044,248,2.4306,187500,<1H OCEAN
-118.38,34.19,42,1308,289,950,302,2.7379,181500,<1H OCEAN
-118.38,34.18,40,2079,568,1396,526,3.0061,190800,<1H OCEAN
-118.38,34.18,27,4834,1527,3847,1432,2.1449,165300,<1H OCEAN
-118.38,34.18,24,1983,651,2251,574,2.4792,200000,<1H OCEAN
-118.38,34.17,33,1588,454,739,392,2.8208,238500,<1H OCEAN
-118.38,34.18,44,901,179,473,179,3.3125,186400,<1H OCEAN
-118.38,34.19,30,977,264,736,258,1.9866,177400,<1H OCEAN
-118.38,34.18,32,3553,1060,3129,1010,2.5603,174200,<1H OCEAN
-118.38,34.17,30,2016,622,1359,557,2.7708,192300,<1H OCEAN
-118.38,34.16,46,2609,593,1055,585,3.3177,309400,<1H OCEAN
-118.38,34.16,31,2197,501,944,474,3.7312,319400,<1H OCEAN
-118.38,34.16,42,2358,546,1065,523,3.1289,320600,<1H OCEAN
-118.38,34.15,36,2933,619,1115,579,4.3036,365900,<1H OCEAN
-118.38,34.14,42,1253,225,492,224,7.7112,386700,<1H OCEAN
-118.38,34.14,40,1965,354,666,357,6.0876,483800,<1H OCEAN
-118.38,34.11,38,2601,523,870,474,7.1134,416700,<1H OCEAN
-118.38,34.1,39,3798,586,975,525,9.3092,500001,<1H OCEAN
-118.38,34.08,25,4625,1307,1739,1191,3.3989,485000,<1H OCEAN
-118.38,34.07,16,4814,1381,1897,1209,3.3725,375000,<1H OCEAN
-118.38,34.07,21,3653,956,1510,890,3.5573,500001,<1H OCEAN
-118.38,34.06,28,2522,616,991,574,3.1475,362500,<1H OCEAN
-118.38,34.06,29,3946,1008,1676,876,2.7824,450000,<1H OCEAN
-118.38,34.06,31,4345,1158,1987,1070,2.8233,310000,<1H OCEAN
-118.38,34.06,25,2558,661,1183,636,3.5556,500000,<1H OCEAN
-118.38,34.05,52,2053,480,900,417,3.0707,417900,<1H OCEAN
-118.38,34.05,52,1004,231,590,226,4.2404,351000,<1H OCEAN
-118.38,34.05,52,1241,210,526,214,4.4191,334100,<1H OCEAN
-118.38,34.05,49,702,,458,187,4.8958,333600,<1H OCEAN
-118.38,34.05,40,2352,598,1133,563,3.238,287500,<1H OCEAN
-118.38,34.05,35,3517,879,1632,784,3.0956,500001,<1H OCEAN
-118.38,34.02,31,1893,450,819,426,4.3077,140600,<1H OCEAN
-118.38,34.04,35,2237,592,1794,543,2.2961,207700,<1H OCEAN
-118.38,34.04,31,2846,727,2120,672,2.7226,254200,<1H OCEAN
-118.38,34.04,45,767,130,254,118,6.2895,340400,<1H OCEAN
-118.38,34.04,36,3005,771,2054,758,2.0437,309100,<1H OCEAN
-118.38,34.04,39,2614,569,1665,553,3.4063,271600,<1H OCEAN
-118.38,34.03,36,2101,569,1756,527,2.9344,222100,<1H OCEAN
-118.38,34.03,43,912,255,705,246,2.6402,185700,<1H OCEAN
-118.38,33.97,43,2715,458,1151,434,7.4897,362600,<1H OCEAN
-118.38,33.97,42,1859,337,813,326,6.019,294500,<1H OCEAN
-118.38,33.96,44,2395,458,1287,450,4.6923,299000,<1H OCEAN
-118.38,33.95,35,3259,967,2003,920,3.2708,400000,<1H OCEAN
-118.38,33.95,29,1821,588,1397,523,2.5833,187500,<1H OCEAN
-118.37,34.24,40,1283,246,594,236,4.1121,229200,<1H OCEAN
-118.37,34.23,32,1444,317,1177,311,3.6,164600,<1H OCEAN
-118.37,34.22,17,1787,463,1671,448,3.5521,151500,<1H OCEAN
-118.37,34.21,36,1392,326,1181,303,3.1563,176400,<1H OCEAN
-118.37,34.21,36,2080,455,1939,484,4.2875,176600,<1H OCEAN
-118.37,34.21,34,2272,558,2164,484,3.7143,175700,<1H OCEAN
-118.37,34.22,11,2127,581,1989,530,2.9028,174100,<1H OCEAN
-118.37,34.21,33,2034,470,1990,423,3.7455,159600,<1H OCEAN
-118.37,34.2,34,2199,609,2488,597,2.9861,171800,<1H OCEAN
-118.37,34.2,33,1438,309,1378,306,2.8917,170400,<1H OCEAN
-118.37,34.18,33,1829,512,1345,500,3.1629,198900,<1H OCEAN
-118.37,34.19,19,2890,821,2203,705,2.6696,185100,<1H OCEAN
-118.37,34.19,41,2924,867,2751,836,2.1,171600,<1H OCEAN
-118.37,34.18,36,1608,373,1217,374,2.9728,190200,<1H OCEAN
-118.37,34.18,42,1140,300,643,252,3.3958,178400,<1H OCEAN
-118.37,34.18,35,2949,794,2106,746,2.9228,177300,<1H OCEAN
-118.37,34.17,42,1713,416,1349,427,3.2596,191800,<1H OCEAN
-118.37,34.17,15,3327,1011,2683,857,2.3784,185400,<1H OCEAN
-118.37,34.17,42,600,171,377,181,2.4107,184400,<1H OCEAN
-118.37,34.17,10,1431,473,1438,429,2.2756,221400,<1H OCEAN
-118.37,34.17,6,854,350,542,321,0.8198,325000,<1H OCEAN
-118.37,34.16,6,6526,2007,3298,1790,2.7231,250000,<1H OCEAN
-118.37,34.16,10,2606,748,1373,680,3.6128,225000,<1H OCEAN
-118.37,34.16,25,2450,618,1054,578,3.6375,262500,<1H OCEAN
-118.37,34.16,40,1973,382,774,352,4.4122,282300,<1H OCEAN
-118.37,34.16,17,4150,1148,1808,1041,3.5051,232400,<1H OCEAN
-118.37,34.16,11,2901,871,1659,789,3.1106,209400,<1H OCEAN
-118.37,34.15,23,4604,1319,2391,1227,3.1373,263100,<1H OCEAN
-118.37,34.15,29,2630,617,1071,573,3.3669,376100,<1H OCEAN
-118.37,34.14,8,4382,1560,2138,1411,3.5714,197900,<1H OCEAN
-118.37,34.14,21,4670,1161,1914,1094,3.7986,367700,<1H OCEAN
-118.37,34.14,23,1883,512,774,478,3.5096,396400,<1H OCEAN
-118.37,34.13,28,4287,627,1498,615,8.5677,500001,<1H OCEAN
-118.37,34.12,34,2821,399,843,391,11.615,500001,<1H OCEAN
-118.37,34.11,42,5518,979,1863,957,8.5842,500001,<1H OCEAN
-118.37,34.1,37,407,67,100,47,15.0001,500001,<1H OCEAN
-118.37,34.08,52,2946,695,1258,650,3.9783,374100,<1H OCEAN
-118.37,34.08,22,3008,938,1224,816,3.2149,300000,<1H OCEAN
-118.37,34.09,31,2697,706,1059,689,2.8942,500001,<1H OCEAN
-118.37,34.08,52,1466,254,600,253,5.7524,393600,<1H OCEAN
-118.37,34.08,52,1234,223,543,213,6.0338,423700,<1H OCEAN
-118.37,34.07,50,2519,,1117,516,4.3667,405600,<1H OCEAN
-118.37,34.07,52,2203,437,899,384,4.25,486900,<1H OCEAN
-118.37,34.07,52,2195,435,884,432,5.24,486400,<1H OCEAN
-118.37,34.07,44,2703,663,1045,619,3.201,287500,<1H OCEAN
-118.37,34.07,39,2309,526,870,546,3.1677,453400,<1H OCEAN
-118.37,34.07,52,1084,247,468,255,3.4286,474300,<1H OCEAN
-118.37,34.06,52,843,160,333,151,4.5192,446000,<1H OCEAN
-118.37,34.06,52,1608,289,630,252,5.5596,500001,<1H OCEAN
-118.37,34.05,35,2457,552,1159,523,3.0862,345300,<1H OCEAN
-118.37,34.04,52,1197,231,671,219,3.825,278500,<1H OCEAN
-118.37,34.05,48,1266,234,539,222,4.005,275000,<1H OCEAN
-118.37,34.05,41,2369,544,1252,522,2.9883,296100,<1H OCEAN
-118.37,34.06,52,2239,423,832,411,5.0858,470000,<1H OCEAN
-118.37,34.05,52,2346,437,1121,400,4.0583,444300,<1H OCEAN
-118.37,34.05,52,1563,306,776,308,3.625,440900,<1H OCEAN
-118.37,34.06,52,2402,506,878,464,4.0217,500001,<1H OCEAN
-118.37,34.03,37,1236,,966,292,3.0694,122200,<1H OCEAN
-118.37,34.03,43,1350,287,811,307,3.3636,140900,<1H OCEAN
-118.37,34.03,41,1425,285,838,296,3.9732,188400,<1H OCEAN
-118.37,34.02,44,1944,458,981,377,2.6154,193200,<1H OCEAN
-118.37,34.02,33,2263,430,900,382,4.4028,246800,<1H OCEAN
-118.37,34.04,43,888,170,514,161,3.1827,202800,<1H OCEAN
-118.37,34.04,42,1809,424,1094,382,2.767,143000,<1H OCEAN
-118.37,34.04,25,542,161,442,131,2.25,333300,<1H OCEAN
-118.37,34.04,43,1465,278,727,290,4.0781,289400,<1H OCEAN
-118.37,33.98,39,303,69,131,73,4.3438,331800,<1H OCEAN
-118.37,33.97,32,6699,1781,2725,1544,3.3889,285700,<1H OCEAN
-118.37,33.97,41,1833,355,847,348,5.726,287800,<1H OCEAN
-118.37,33.95,5,6955,2062,3591,1566,3.111,247600,<1H OCEAN
-118.36,34.26,34,3677,573,1598,568,6.838,378000,<1H OCEAN
-118.36,34.23,15,2485,742,1994,670,2.8333,183200,<1H OCEAN
-118.36,34.22,37,1512,348,1545,351,3.7663,160300,<1H OCEAN
-118.36,34.21,41,337,65,198,50,1.8929,152900,<1H OCEAN
-118.36,34.19,11,2921,685,1512,664,4.1445,176400,<1H OCEAN
-118.36,34.18,34,1471,423,995,386,2.9583,188700,<1H OCEAN
-118.36,34.18,36,2233,605,1934,599,2.8784,194900,<1H OCEAN
-118.36,34.18,31,1109,354,1119,334,2.3056,200000,<1H OCEAN
-118.36,34.17,31,1939,505,1584,466,2.5234,199500,<1H OCEAN
-118.36,34.17,44,2295,560,1543,528,2.3851,194100,<1H OCEAN
-118.36,34.16,43,2850,709,1510,670,2.4835,274300,<1H OCEAN
-118.36,34.16,32,2455,556,989,493,4.0764,325000,<1H OCEAN
-118.36,34.16,45,1755,335,822,342,5.1423,322900,<1H OCEAN
-118.36,34.16,42,2304,442,862,429,4.3542,417900,<1H OCEAN
-118.36,34.15,41,3545,698,1221,651,4.3,500001,<1H OCEAN
-118.36,34.15,34,3659,921,1338,835,3.6202,366100,<1H OCEAN
-118.36,34.14,30,1376,317,629,320,3.6823,295200,<1H OCEAN
-118.36,34.13,36,6871,1180,2216,1130,8.0499,495600,<1H OCEAN
-118.36,34.1,52,1295,281,578,273,2.976,405100,<1H OCEAN
-118.36,34.1,52,1096,247,423,230,3.0179,500001,<1H OCEAN
-118.36,34.08,52,1965,480,794,451,3.2824,304800,<1H OCEAN
-118.36,34.12,26,3902,610,1468,632,8.5136,500001,<1H OCEAN
-118.36,34.11,35,3946,695,1361,620,6.5195,500001,<1H OCEAN
-118.36,34.1,36,2963,838,1129,745,2.5588,500001,<1H OCEAN
-118.36,34.09,38,2158,582,1061,577,2.9643,355300,<1H OCEAN
-118.36,34.08,40,3110,764,1557,763,1.9937,367100,<1H OCEAN
-118.36,34.08,45,2195,483,1265,455,3.3864,397900,<1H OCEAN
-118.36,34.08,52,2373,601,1135,576,3.1765,225000,<1H OCEAN
-118.36,34.08,52,1902,488,848,478,2.9621,175000,<1H OCEAN
-118.36,34.07,40,1821,447,777,441,2.3375,355200,<1H OCEAN
-118.36,34.07,48,1740,360,748,357,4.7019,411100,<1H OCEAN
-118.36,34.07,52,2046,451,944,435,3.4265,456900,<1H OCEAN
-118.36,34.06,39,2810,670,1109,624,3.25,355000,<1H OCEAN
-118.36,34.06,52,2130,455,921,395,2.9605,500001,<1H OCEAN
-118.36,34.05,48,1825,404,728,363,3.3824,322600,<1H OCEAN
-118.36,34.05,47,1424,300,632,278,4.0625,295200,<1H OCEAN
-118.36,34.05,48,1835,380,956,370,3.2813,243600,<1H OCEAN
-118.36,34.04,49,995,184,462,194,2.7917,242000,<1H OCEAN
-118.36,34.05,45,1879,395,946,409,3.3333,254700,<1H OCEAN
-118.36,34.05,50,3518,812,1724,758,3.0833,338100,<1H OCEAN
-118.36,34.05,42,1372,,674,271,2.8793,202100,<1H OCEAN
-118.36,34.05,45,2283,,1093,475,2.5658,252000,<1H OCEAN
-118.36,34.04,48,1769,429,993,405,2.3214,139400,<1H OCEAN
-118.36,34.04,45,1767,417,1052,379,3.5161,157000,<1H OCEAN
-118.36,34.03,43,1690,379,1017,359,2.1078,133500,<1H OCEAN
-118.36,34.04,34,3239,806,2331,765,2.0538,125800,<1H OCEAN
-118.36,34.03,36,1083,342,1023,295,2.1324,143800,<1H OCEAN
-118.36,34.03,40,2323,661,1847,614,1.8316,113500,<1H OCEAN
-118.36,34.03,38,1400,376,1139,315,2.2368,120000,<1H OCEAN
-118.36,34.03,35,1819,499,1666,482,1.6452,125900,<1H OCEAN
-118.36,34.03,38,2365,638,2259,607,2.0879,120700,<1H OCEAN
-118.36,34.02,43,1356,333,796,329,1.7159,189700,<1H OCEAN
-118.36,34.02,46,3745,798,1502,808,3.8643,195800,<1H OCEAN
-118.36,34.01,33,3140,466,1214,464,6.5044,350400,<1H OCEAN
-118.36,33.98,40,1113,234,584,231,3.0927,316000,<1H OCEAN
-118.36,34.2,14,1878,614,1874,559,2.5267,231800,<1H OCEAN
-118.36,34.19,46,1676,322,846,295,5.1814,209500,<1H OCEAN
-118.36,34.17,46,1268,240,661,239,4.0742,229100,<1H OCEAN
-118.35,34.22,19,9259,1653,3963,1595,5.997,228700,<1H OCEAN
-118.35,34.22,30,1260,222,638,229,4.1302,258300,<1H OCEAN
-118.35,34.21,39,1470,312,1047,284,3.275,181400,<1H OCEAN
-118.35,34.21,42,1073,220,804,226,3.75,172600,<1H OCEAN
-118.35,34.28,30,3214,513,1700,533,4.6944,248200,<1H OCEAN
-118.35,34.27,32,604,108,314,113,6.2037,205400,<1H OCEAN
-118.35,34.25,34,2795,460,1267,443,6.1464,354400,<1H OCEAN
-118.35,34.22,41,1560,374,1668,389,3.025,154300,<1H OCEAN
-118.35,34.15,35,2245,393,783,402,4.1544,500001,<1H OCEAN
-118.35,34.15,52,1680,238,493,211,9.042,500001,<1H OCEAN
-118.35,34.13,39,1610,278,511,278,4.3333,385900,<1H OCEAN
-118.35,34.1,26,3977,1050,1720,935,3.358,364500,<1H OCEAN
-118.35,34.1,18,7432,2793,3596,2270,2.8036,225000,<1H OCEAN
-118.35,34.1,16,2930,1038,1648,980,2.6458,372200,<1H OCEAN
-118.35,34.1,20,2745,782,1161,739,3.9044,436400,<1H OCEAN
-118.35,34.1,18,4109,1301,2103,1116,2.325,250000,<1H OCEAN
-118.35,34.1,24,5477,1803,2863,1755,1.845,237500,<1H OCEAN
-118.35,34.09,47,1800,546,921,478,2.8021,280600,<1H OCEAN
-118.35,34.08,52,1003,200,514,204,3.8472,395700,<1H OCEAN
-118.35,34.08,52,2088,388,908,375,3.8141,342000,<1H OCEAN
-118.35,34.09,42,2210,643,1228,605,2.5982,315800,<1H OCEAN
-118.35,34.08,52,1710,350,727,355,4.5833,333900,<1H OCEAN
-118.35,34.11,33,7478,1678,2701,1500,4.1717,500001,<1H OCEAN
-118.35,34.08,52,1801,313,714,293,4.6838,479000,<1H OCEAN
-118.35,34.07,52,2497,406,1030,412,4.89,500001,<1H OCEAN
-118.35,34.07,52,2315,356,894,345,4.1328,500001,<1H OCEAN
-118.35,34.08,52,2877,721,1186,704,3.2645,175000,<1H OCEAN
-118.35,34.07,48,890,255,434,232,3.6111,450000,<1H OCEAN
-118.35,34.07,45,7803,2154,3359,2041,3.3594,287500,<1H OCEAN
-118.35,34.07,46,1651,410,512,397,4.0179,350000,<1H OCEAN
-118.35,34.07,45,3312,880,1157,809,3.5719,500001,<1H OCEAN
-118.35,34.06,52,3446,1360,1768,1245,2.4722,500001,<1H OCEAN
-118.35,34.06,52,2837,602,1164,551,3.2411,250000,<1H OCEAN
-118.35,34.06,48,1354,279,716,309,3.7167,385000,<1H OCEAN
-118.35,34.06,52,1368,322,617,303,5.3819,440900,<1H OCEAN
-118.35,34.05,33,2880,836,1416,736,2.6781,328800,<1H OCEAN
-118.35,34.06,48,3551,826,1601,827,3.2279,400000,<1H OCEAN
-118.35,34.05,47,2815,679,1533,594,2.5806,234100,<1H OCEAN
-118.35,34.05,44,1856,493,1374,469,2.0984,158000,<1H OCEAN
-118.35,34.05,46,2149,451,905,443,2.8841,290800,<1H OCEAN
-118.35,34.05,52,1971,414,1065,409,3.6435,195800,<1H OCEAN
-118.35,34.04,36,1956,601,1672,546,1.8685,150700,<1H OCEAN
-118.35,34.04,49,1104,266,668,297,3.0856,151600,<1H OCEAN
-118.35,34.04,45,1579,357,713,335,2.1711,179200,<1H OCEAN
-118.35,34.04,38,1626,375,1019,372,2.3687,146800,<1H OCEAN
-118.35,34.04,41,1617,423,1110,375,2.4635,169400,<1H OCEAN
-118.35,34.03,44,865,208,537,183,1.9,110900,<1H OCEAN
-118.35,34.04,45,1839,459,1312,460,2.5625,138000,<1H OCEAN
-118.35,34.03,35,1438,333,794,306,1.975,138100,<1H OCEAN
-118.35,34.03,49,2334,530,1334,447,1.89,124000,<1H OCEAN
-118.35,34.03,43,2122,524,1510,436,2.2273,123300,<1H OCEAN
-118.35,34.02,52,427,92,233,116,3.25,134700,<1H OCEAN
-118.35,34.03,42,2043,512,1634,501,1.9928,125400,<1H OCEAN
-118.35,33.99,47,2183,380,927,371,4.9531,180100,<1H OCEAN
-118.35,33.98,47,2512,461,1082,426,3.8235,207600,<1H OCEAN
-118.35,34.02,34,3978,1073,2725,1035,1.7622,167900,<1H OCEAN
-118.35,34.02,34,5218,1576,3538,1371,1.5143,118800,<1H OCEAN
-118.35,34.02,27,3358,1069,2415,956,1.4589,87500,<1H OCEAN
-118.35,34.01,33,3246,601,1585,603,3.6629,353200,<1H OCEAN
-118.35,34.01,35,3776,,1583,749,3.5486,332100,<1H OCEAN
-118.35,34,28,3085,621,1162,558,3.25,301000,<1H OCEAN
-118.35,34.19,45,903,190,557,204,4.0313,209100,<1H OCEAN
-118.35,34.18,46,2711,491,1277,490,4.282,224700,<1H OCEAN
-118.35,34.18,46,1840,379,866,360,3.3056,230400,<1H OCEAN
-118.35,34.17,44,2572,613,1280,570,3.5583,232000,<1H OCEAN
-118.35,34.17,47,858,170,365,171,2.0385,225000,<1H OCEAN
-118.35,34.17,42,1604,326,814,329,4.4408,216000,<1H OCEAN
-118.35,34.16,42,2267,478,1083,458,3.2015,250000,<1H OCEAN
-118.35,34.16,45,1390,281,538,270,4.2212,293800,<1H OCEAN
-118.35,34.16,49,1305,228,584,255,5.636,267900,<1H OCEAN
-118.34,34.86,11,7353,1482,3571,1308,2.8097,130000,INLAND
-118.34,35.27,10,2939,605,1167,446,2.3917,79000,INLAND
-118.34,34.26,37,1776,301,702,265,5.2661,314900,<1H OCEAN
-118.34,34.12,41,3257,679,1237,638,4.2415,409600,<1H OCEAN
-118.34,34.13,45,2375,417,751,410,6.6739,500001,<1H OCEAN
-118.34,34.11,40,5485,1242,2034,1133,3.6974,500001,<1H OCEAN
-118.34,34.11,51,937,348,527,333,4.3571,468800,<1H OCEAN
-118.34,34.1,29,3193,1452,2039,1265,1.8209,500001,<1H OCEAN
-118.34,34.1,24,1996,791,1215,672,1.5429,325000,<1H OCEAN
-118.34,34.1,28,2223,752,1271,684,2.5434,232100,<1H OCEAN
-118.34,34.09,5,2665,954,1733,766,2.3568,204700,<1H OCEAN
-118.34,34.09,14,3032,999,1691,841,2.2,210000,<1H OCEAN
-118.34,34.08,50,3457,854,1584,841,3.1078,346700,<1H OCEAN
-118.34,34.09,52,1731,502,849,466,3.2946,321600,<1H OCEAN
-118.34,34.08,52,1430,186,547,178,10.3661,500001,<1H OCEAN
-118.34,34.06,52,2089,309,883,281,7.4574,500001,<1H OCEAN
-118.34,34.06,52,1311,310,707,290,3.4812,432800,<1H OCEAN
-118.34,34.07,52,2066,319,981,297,5.8632,450000,<1H OCEAN
-118.34,34.08,52,1421,163,495,167,10.586,500001,<1H OCEAN
-118.34,34.08,52,1721,195,688,196,15.0001,500001,<1H OCEAN
-118.34,34.07,52,1621,284,588,272,6.2223,500001,<1H OCEAN
-118.34,34.07,52,3421,598,1203,564,4.1618,500001,<1H OCEAN
-118.34,34.08,52,2756,542,971,510,5.5871,500001,<1H OCEAN
-118.34,34.07,52,3175,1057,1594,997,3.1766,225000,<1H OCEAN
-118.34,34.06,52,1314,170,629,214,7.1669,500001,<1H OCEAN
-118.34,34.05,52,2530,458,1122,449,3.9167,321600,<1H OCEAN
-118.34,34.06,52,2069,417,826,377,3.5481,396000,<1H OCEAN
-118.34,34.06,52,1482,336,768,300,3.7167,327300,<1H OCEAN
-118.34,34.05,50,2009,419,1130,402,3.1944,213500,<1H OCEAN
-118.34,34.05,39,975,292,723,285,2.2725,140600,<1H OCEAN
-118.34,34.05,52,2194,504,997,438,2.6654,259400,<1H OCEAN
-118.34,34.05,41,2099,472,1369,465,2.7409,167100,<1H OCEAN
-118.34,34.04,35,2345,607,2042,565,2.5955,139700,<1H OCEAN
-118.34,34.04,40,2064,662,2140,617,2.2254,127100,<1H OCEAN
-118.34,34.04,37,1466,529,1835,500,1.7014,123200,<1H OCEAN
-118.34,34.04,42,1681,360,987,337,2.6,171400,<1H OCEAN
-118.34,34.03,48,1426,331,784,356,1.6581,118800,<1H OCEAN
-118.34,34.04,42,2010,494,1203,427,1.9408,134600,<1H OCEAN
-118.34,34.02,48,1614,320,684,318,4.2218,181000,<1H OCEAN
-118.34,34.02,44,2067,385,1046,441,3.5357,156900,<1H OCEAN
-118.34,34.03,46,2437,502,1151,477,2.4444,134100,<1H OCEAN
-118.34,34.02,49,1609,371,896,389,2.5156,136600,<1H OCEAN
-118.34,34.02,50,1172,261,685,260,3.1442,130300,<1H OCEAN
-118.34,34.03,49,1295,276,765,265,3.4306,130200,<1H OCEAN
-118.34,34.03,47,1927,561,1349,508,1.3444,125000,<1H OCEAN
-118.34,33.99,48,2009,335,919,297,4.8125,170500,<1H OCEAN
-118.34,33.99,46,1217,322,662,305,3.1731,140300,<1H OCEAN
-118.34,33.99,48,2225,433,1170,401,2.9643,140400,<1H OCEAN
-118.34,33.98,46,2126,409,1292,414,2.9315,149000,<1H OCEAN
-118.34,33.99,34,397,132,250,121,1.675,166700,<1H OCEAN
-118.34,34.01,35,1359,359,655,341,2.5568,312500,<1H OCEAN
-118.34,34.01,37,4291,1102,1941,953,1.7945,106300,<1H OCEAN
-118.34,34.01,38,2318,735,1407,702,1.6187,266700,<1H OCEAN
-118.34,34.02,44,1527,246,608,245,4.0357,187800,<1H OCEAN
-118.34,34.21,36,1834,316,864,309,4.7885,302200,<1H OCEAN
-118.34,34.2,41,2860,682,1516,621,3.0431,262900,<1H OCEAN
-118.34,34.19,41,1524,393,1176,375,2.875,192400,<1H OCEAN
-118.34,34.19,48,814,165,490,176,3.1406,223100,<1H OCEAN
-118.34,34.19,43,1029,252,613,255,2.6827,219900,<1H OCEAN
-118.34,34.19,47,1721,343,834,334,4.1923,231200,<1H OCEAN
-118.34,34.18,45,3046,633,1448,599,3.24,226900,<1H OCEAN
-118.34,34.18,46,1393,301,714,295,2.8125,229900,<1H OCEAN
-118.34,34.18,45,1328,290,720,289,3.875,226900,<1H OCEAN
-118.34,34.18,45,3566,701,1601,653,3.8668,232000,<1H OCEAN
-118.34,34.17,49,3033,580,1284,561,4.1161,232500,<1H OCEAN
-118.34,34.17,46,1718,344,756,343,3.2125,247000,<1H OCEAN
-118.34,34.17,52,1133,212,545,222,4.875,249500,<1H OCEAN
-118.34,34.16,44,1717,391,848,353,3.6111,254500,<1H OCEAN
-118.34,34.16,46,1396,294,608,246,3.692,244500,<1H OCEAN
-118.34,34.15,40,3068,756,1190,695,3.5637,497400,<1H OCEAN
-118.34,34.15,16,1586,377,625,344,4.0893,450000,<1H OCEAN
-118.34,34.16,25,6082,1763,2616,1644,3.6486,246900,<1H OCEAN
-118.33,35.64,15,2966,669,1007,465,1.5667,72500,INLAND
-118.33,34.24,31,6434,1188,3540,1131,4.2639,293300,<1H OCEAN
-118.33,34.27,29,3034,732,1776,702,3.1349,230200,<1H OCEAN
-118.33,34.11,38,3495,1100,1939,994,2.2148,438300,<1H OCEAN
-118.33,34.11,48,1601,464,784,461,3.0642,342900,<1H OCEAN
-118.33,34.11,37,2330,434,846,457,8.2335,430200,<1H OCEAN
-118.33,34.12,23,1894,416,769,392,6.0352,500001,<1H OCEAN
-118.33,34.1,30,5293,2446,4123,2127,1.51,187500,<1H OCEAN
-118.33,34.1,43,2732,1646,3049,1429,1.3157,333300,<1H OCEAN
-118.33,34.1,48,1116,524,1610,483,1.625,237500,<1H OCEAN
-118.33,34.1,45,1913,696,1552,611,2.0888,237500,<1H OCEAN
-118.33,34.09,30,1679,682,1445,579,2.1403,200000,<1H OCEAN
-118.33,34.1,29,732,288,691,278,2.1866,250000,<1H OCEAN
-118.33,34.09,36,654,186,416,138,3.6953,200000,<1H OCEAN
-118.33,34.09,36,561,180,340,127,1.4375,165000,<1H OCEAN
-118.33,34.09,40,2004,687,1514,542,1.9911,220000,<1H OCEAN
-118.33,34.08,52,1777,454,671,439,3.5083,500001,<1H OCEAN
-118.33,34.08,50,2989,832,1345,775,3.2426,442900,<1H OCEAN
-118.33,34.06,52,1841,240,693,218,15.0001,500001,<1H OCEAN
-118.33,34.07,52,2248,255,813,265,15.0001,500001,<1H OCEAN
-118.33,34.07,52,1482,171,531,161,15.0001,500001,<1H OCEAN
-118.33,34.06,52,1368,231,737,248,8.3617,433800,<1H OCEAN
